id,ra,dec,class,subclass
5956287100152025927000060103,216.77939,7.9734617,STAR,M4.5:III (123657)
5956289800152025927000060103,216.68661,8.1081844,STAR,WDhotter
5956299700152025927000060103,216.58972,8.2824676,STAR,M5III (221615)
5956298300152025927000060103,216.63472,8.2497199,STAR,F3/F5V (30743)
5956450200152025927000060103,216.64844,8.5446364,STAR,M5III (221615)
5956356300152025927000060103,216.8103,8.5365127,STAR,G0 (63791)
5956356100152025927000060103,216.84553,8.5474432,QSO,BROADLINE
5956474800152025927000060103,216.63235,8.9910455,STAR,F3/F5V (30743)
5956475200152025927000060103,216.73187,8.9988061,STAR,F8V (G_243-63)
5956507000152025927000060103,216.63306,9.2724905,STAR,M5III (221615)
5956507500152025927000060103,216.69522,9.282418,STAR,WDcooler
5956506400152025927000060103,216.77252,9.3101154,STAR,A5Ia (17378)
5956729600152025927000060103,216.832,9.4351908,GALAXY,
5956738400152025927000060103,216.73005,9.5391462,STAR,F0V (90277)
5956741000152025927000060103,216.74639,9.6168647,STAR,O8e (188001)
5954487900152025927000060103,217.16249,7.591821,STAR,F3/F5V (30743)
5954486800152025927000060103,217.27744,7.611729,GALAXY,
5954488900152025927000060103,217.32659,7.691501,STAR,A8V (155514)
5954480300152025927000060103,217.47312,7.5420113,GALAXY,
5954479200152025927000060103,217.50896,7.5325818,STAR,WDhotter
5954507700152025927000060103,217.80412,7.5113778,STAR,M4.5:III (123657)
5954543900152025927000060103,217.38839,7.7790136,STAR,G4V (32923)
5956303500152025927000060103,217.39794,7.9483268,STAR,K5Ve (118100)
5956340500152025927000060103,217.01564,8.2671795,STAR,F3/F5V (30743)
5956353600152025927000060103,216.93061,8.4242357,STAR,WDhotter
5956317900152025927000060103,217.17146,8.2026214,STAR,M5III (221615)
5956316800152025927000060103,217.34533,8.2038446,STAR,F3/F5V (30743)
5956358900152025927000060103,217.26171,8.479911,STAR,F3/F5V (30743)
5954545000152025927000060103,217.44839,7.9021965,STAR,WDcooler
5954547500152025927000060103,217.57293,7.9669892,STAR,F3/F5V (30743)
5954558800152025927000060103,217.7805,7.9690083,STAR,M4.5:III (123657)
5954558700152025927000060103,217.80974,7.9519279,STAR,M1 (204445)
5954550900152025927000060103,217.89953,7.9690833,STAR,WDcooler
5956331300152025927000060103,217.52031,8.4317348,STAR,G0Va (143761)
5954567700152025927000060103,217.873,8.2758513,STAR,M5III (221615)
5954495400152025927000060103,218.00076,7.3910616,STAR,F3/F5V (30743)
5954516900152025927000060103,218.20919,7.6130763,STAR,F3/F5V (30743)
5954517600152025927000060103,218.25688,7.6715494,STAR,K0IV (191026)
5954517900152025927000060103,218.29266,7.6667399,STAR,F0V (90277)
5954524800152025927000060103,218.14725,7.7150007,STAR,M5III (221615)
5954551600152025927000060103,218.00051,8.0216257,STAR,M5III (221615)
5954531100152025927000060103,218.44824,7.9047067,STAR,B2IV-V (176819)
5954523600152025927000060103,218.50406,7.8874468,GALAXY,
5954779500152025927000060103,218.27027,8.3092902,STAR,K5 (G_19-24)
5954747700152025927000060103,218.40371,8.0252162,STAR,F0IV (81937)
5954748800152025927000060103,218.3608,8.0666806,STAR,A1V (95418)
5954777500152025927000060103,218.44568,8.2722522,STAR,M3III (44478)
5954735000152025927000060103,218.74002,7.8830921,STAR,F3/F5V (30743)
5954735100152025927000060103,218.76892,7.9174707,STAR,F0IV (81937)
5954619500152025927000060103,218.98365,7.7216583,STAR,M5III (221615)
5954628100152025927000060103,218.98466,7.7563699,STAR,G0Va (143761)
5954628400152025927000060103,218.99811,7.7822628,STAR,G4V (32923)
5954630900152025927000060103,219.06417,7.9044708,STAR,A8V (155514)
5954756600152025927000060103,219.09347,8.1885832,STAR,K0IV (191026)
5954757500152025927000060103,218.97078,8.2454491,STAR,K0IV (191026)
5954756100152025927000060103,219.02414,8.2214211,GALAXY,
5954759600152025927000060103,218.98263,8.2852359,STAR,G0 (63791)
5954758700152025927000060103,219.00859,8.2580224,STAR,F3/F5V (30743)
5954643100152025927000060103,219.23817,8.0413999,STAR,K5Ve (118100)
5956357300152025927000060103,216.88763,8.6046791,STAR,F3/F5V (30743)
5956455600152025927000060103,216.88095,8.6661731,QSO,STARBURST BROADLINE
5956347800152025927000060103,217.11181,8.5110319,GALAXY,
5956366700152025927000060103,217.15477,8.6262896,STAR,F3/F5V (30743)
5956363300152025927000060103,217.39797,8.5867831,STAR,A4V (97603)
5956695600152025927000060103,217.10292,9.1860527,STAR,F0IV (81937)
5956374100152025927000060103,217.28808,8.8360109,STAR,F0IV (81937)
5956567200152025927000060103,217.32762,8.9501961,STAR,F3/F5V (30743)
5956565600152025927000060103,217.4013,8.9359076,STAR,M6III (148783)
5956689100152025927000060103,217.252,9.1490374,STAR,M5III (221615)
5956689600152025927000060103,217.27591,9.1599988,STAR,F0V (90277)
5956687500152025927000060103,217.31852,9.0996122,STAR,K3V (32147)
5956334600152025927000060103,217.59837,8.4954681,GALAXY,
5956557100152025927000060103,217.60354,8.789374,STAR,M6III (148783)
5956556700152025927000060103,217.61479,8.7646108,QSO,STARBURST BROADLINE
5956520900152025927000060103,217.97311,8.5867605,STAR,K3V (32147)
5956560900152025927000060103,217.63402,8.9383843,STAR,G8V (101501)
5956566600152025927000060103,217.47373,9.0156928,STAR,F3/F5V (30743)
5956561300152025927000060103,217.83041,8.8869075,STAR,M3III (44478)
5956563500152025927000060103,217.7331,8.9662492,STAR,M6III (148783)
5956570600152025927000060103,217.72008,9.1174856,STAR,WDcooler
5956574300152025927000060103,217.96649,9.0453252,STAR,F0IV (81937)
5956726900152025927000060103,216.91376,9.357717,STAR,K5Ve (118100)
5956696700152025927000060103,217.10942,9.261966,STAR,WDhotter
5956729800152025927000060103,216.90855,9.4437067,STAR,F3/F5V (30743)
5956732300152025927000060103,217.05248,9.4804225,STAR,K3V (32147)
5956697300152025927000060103,217.18013,9.2706409,STAR,F0IV (81937)
5956690300152025927000060103,217.27496,9.2082503,STAR,G1V (95128)
5956690600152025927000060103,217.30953,9.2204098,STAR,K0IV (191026)
5956694100152025927000060103,217.32617,9.3056064,STAR,F3/F5V (30743)
5956702800152025927000060103,217.3616,9.4288004,STAR,WDmagnetic
5956695100152025927000060103,217.41106,9.3659992,STAR,F0IV (81937)
5956742200152025927000060103,216.87601,9.6619697,STAR,K3V (32147)
5956741900152025927000060103,216.99023,9.6763515,STAR,F3/F5V (30743)
5956732700152025927000060103,217.09827,9.5815505,STAR,F0IV (81937)
5956735600152025927000060103,217.12344,9.6349742,STAR,F3/F5V (30743)
5956748400152025927000060103,217.11737,9.7652418,STAR,F3/F5V (30743)
5956759000152025927000060103,217.05115,9.868518,GALAXY,
5956705600152025927000060103,217.26995,9.5360427,STAR,F3/F5V (30743)
5956756300152025927000060103,217.15746,9.804764,STAR,K5 (G_19-24)
5956693000152025927000060103,217.48188,9.2729737,STAR,K3V (32147)
5956571200152025927000060103,217.69749,9.1711964,STAR,F3/F5V (30743)
5956708400152025927000060103,217.62391,9.4429327,STAR,F0IV (81937)
5956575700152025927000060103,217.99704,9.1624316,STAR,A2II (39866)
5956591900152025927000060103,217.9126,9.3852014,STAR,A2II (39866)
5956720400152025927000060103,217.45422,9.6789646,STAR,WDhotter
5956720600152025927000060103,217.45654,9.7084094,STAR,F0IV (81937)
5956712300152025927000060103,217.77038,9.5608476,STAR,K5 (G_19-24)
5954784800152025927000060103,218.45164,8.4844585,STAR,F3/F5V (30743)
5956539300152025927000060103,218.25484,8.8061259,STAR,A2II (39866)
5956539100152025927000060103,218.40483,8.8767078,STAR,M5III (221615)
5954770700152025927000060103,218.8197,8.4197961,STAR,K0IV (191026)
5954798800152025927000060103,218.79227,8.5973783,STAR,K5Ve (118100)
5954798600152025927000060103,218.81859,8.5917454,STAR,A9V (154660)
5954799200152025927000060103,218.82001,8.6267977,STAR,F0II (25291)
5954769000152025927000060103,218.90673,8.3790486,STAR,F0IV (81937)
5954798300152025927000060103,218.8484,8.6017116,STAR,F3/F5V (30743)
5954809800152025927000060103,218.81588,8.8165355,QSO,BROADLINE
5954812800152025927000060103,218.7437,8.9071541,STAR,A9V (154660)
5954864000152025927000060103,218.80056,8.9324177,STAR,F3/F5V (30743)
5954801600152025927000060103,218.84535,8.6992991,STAR,F8V (30562)
5954799800152025927000060103,218.98102,8.6911358,STAR,M4.5:III (123657)
5954855800152025927000060103,219.00554,8.7459436,STAR,WDhotter
5956550800152025927000060103,218.14478,9.1334174,STAR,A2II (39866)
5956553200152025927000060103,218.22534,9.1574668,STAR,G8V (101501)
5956610300152025927000060103,218.40714,9.2610062,STAR,K3V (32147)
5956641700152025927000060103,218.21895,9.4709521,STAR,F3/F5V (30743)
5956649500152025927000060103,218.25204,9.5601317,STAR,F3/F5V (30743)
5956651300152025927000060103,218.06285,9.6243591,STAR,WDhotter
5956658900152025927000060103,218.27666,9.7285866,STAR,G1V (95128)
5956645800152025927000060103,218.45343,9.5839828,STAR,M4.5:III (123657)
5956609000152025927000060103,218.58809,9.2807505,STAR,WDhotter
5956604300152025927000060103,218.71746,9.3098009,STAR,O8e (188001)
5954870900152025927000060103,218.85609,9.1392989,STAR,A4V (136729)
5954869000152025927000060103,219.08359,9.090007,STAR,WDhotter
5956611900152025927000060103,218.55528,9.3903106,STAR,G8V (101501)
5956645600152025927000060103,218.5653,9.6435394,STAR,M4.5:III (123657)
5956646800152025927000060103,218.57478,9.6693751,QSO,
5956662600152025927000060103,218.604,9.6861586,STAR,WDhotter
5956661600152025927000060103,218.65352,9.6380213,STAR,WDhotter
5956620500152025927000060103,218.9213,9.448916,STAR,F3/F5V (30743)
5956618300152025927000060103,219.07251,9.3500893,STAR,F2V (33256)
5956628500152025927000060103,218.8965,9.6108843,STAR,F0IV (81937)
5956763500152025927000060103,217.31425,9.9815713,STAR,G0Va (143761)
5956764800152025927000060103,217.3592,9.9905641,STAR,F3/F5V (30743)
5956777400152025927000060103,217.84238,9.8138187,STAR,WDhotter
5956814000152025927000060103,217.74955,10.028608,STAR,WDhotter
5956787200152025927000060103,217.9606,10.073118,STAR,F0IV (81937)
5956788200152025927000060103,217.98299,10.151987,STAR,WDcooler
5956820100152025927000060103,217.92989,10.210628,STAR,F3/F5V (30743)
5956775300152025927000060103,218.03626,9.8563351,STAR,G4V (32923)
5956776000152025927000060103,218.06992,9.9220123,QSO,BROADLINE
5956660700152025927000060103,218.3724,9.8191711,STAR,F8V (30562)
5956675300152025927000060103,218.40113,9.8687214,STAR,M5III (221615)
5956807400152025927000060103,218.13183,10.259881,STAR,F3/F5V (30743)
5956803000152025927000060103,218.23713,10.197414,STAR,M1 (204445)
5956794500152025927000060103,218.32404,10.189545,STAR,CV
5956795000152025927000060103,218.44574,10.09201,STAR,G4V (32923)
5956662700152025927000060103,218.70147,9.6962347,STAR,F3/F5V (30743)
5956678800152025927000060103,218.66277,9.9427621,STAR,F3/F5V (30743)
5956682800152025927000060103,218.74407,10.082572,GALAXY,
5954761700152025927000060103,219.13143,8.2977468,STAR,K5 (G_19-24)
5954761900152025927000060103,219.1561,8.3132325,STAR,F8V (G_243-63)
5954760500152025927000060103,219.19587,8.2798817,STAR,M5III (221615)
5954762600152025927000060103,219.34892,8.3743196,STAR,K5 (G_19-24)
5954813500152025927000060103,219.35623,8.4107852,STAR,F3/F5V (30743)
5954831400152025927000060103,219.30239,8.9009853,STAR,K0IV (191026)
5954828500152025927000060103,219.46561,8.8091106,STAR,M4.5:III (123657)
5954831000152025927000060103,219.40988,8.8997154,STAR,G0Va (143761)
5954862000152025927000060103,219.17737,8.9731855,STAR,G8V (101501)
5954861200152025927000060103,219.22551,9.0059843,STAR,F3/F5V (30743)
5954860300152025927000060103,219.30824,8.9541156,QSO,
5954874900152025927000060103,219.2609,9.1411555,STAR,F2V (33256)
5954890200152025927000060103,219.31086,9.4394023,STAR,M4.5:III (123657)
5956625800152025927000060103,219.14542,9.6549038,STAR,G8V (101501)
5956634600152025927000060103,219.1544,9.7207488,STAR,F3/F5V (30743)
4129837700152025927000060103,217.36038,7.639203,QSO,
4129838200152025927000060103,217.24365,7.6145051,QSO,
4129842700152025927000060103,217.97562,7.4040423,GALAXY,
4129842900152025927000060103,217.9509,7.4252016,QSO,
4129845700152025927000060103,218.00858,7.4534155,QSO,
4129849500152025927000060103,217.9866,7.5286616,GALAXY,
4129851400152025927000060103,217.93716,7.6439075,GALAXY,
4129851800152025927000060103,217.94952,7.6662547,GALAXY,
4129852000152025927000060103,217.96326,7.6921319,QSO,
4129852500152025927000060103,217.9248,7.7344797,QSO,
4129854000152025927000060103,218.3313,7.6309702,QSO,
4129854100152025927000060103,218.44803,7.6674309,QSO,
4129854600152025927000060103,218.25714,7.6333224,QSO,
4129856200152025927000060103,218.44391,7.7368325,QSO,
4129857300152025927000060103,218.42056,7.8109519,QSO,
4129859700152025927000060103,218.26813,7.7391853,QSO,
4129862200152025927000060103,218.35602,7.8215414,QSO,
4129862500152025927000060103,218.25577,7.8580186,QSO,
4129862600152025927000060103,218.32718,7.8697862,QSO,
4129863000152025927000060103,218.40546,7.9274518,QSO,
4129863800152025927000060103,218.28323,7.9074445,QSO,
4129864100152025927000060103,218.25302,7.9710007,QSO,
4129864500152025927000060103,218.32031,7.9674695,QSO,
4129865100152025927000060103,218.26263,8.0098454,QSO,
4129865400152025927000060103,217.62817,7.5298374,QSO,
4129865600152025927000060103,217.66937,7.5698173,QSO,
4129865900152025927000060103,217.58972,7.5510028,GALAXY,
4129866100152025927000060103,217.60345,7.6027447,QSO,
